Change number	Description	Valid From	Authorization group	Reason for Change	Change Status	Created on	Created by
278	Test CLA 2-9-07                         	2/9/2007	    	                                        	1	2/9/2007	CALLEN1     
279	Variance to ship OOOS PSLP Kitchen      	2/9/2007	    	                                        	1	2/9/2007	SPIEH       
280	Update lavanda recipe for all plants    	2/9/2007	    	                                        	2	2/9/2007	MSTEWART    
281	Revising Net wet for the BOUM           	2/9/2007	    	                                        	2	2/9/2007	BLANDIS     
282	Changing Net Weight of BUOM             	2/9/2007	    	                                        	2	2/9/2007	BLANDIS     
283	"Change micro limits; add ""if exceeds.."" "	2/13/2007	    	                                        	2	2/13/2007	SSCHLAKE    
284	Update recipe with artwork version chgs 	2/14/2007	    	                                        	2	2/14/2007	LTELEHAL    
285	Change Pallet Type - Chep vs. White Wood	2/14/2007	    	                                        	1	2/14/2007	MLEFORT     
286	Need new DIR attached for cust.unit spec	2/16/2007	    	                                        	1	2/16/2007	RHOEFING    
287	Rpl SAFR 40# pail with new graphics     	2/21/2007	    	                                        	2	2/16/2007	JLEE3       
288	Rpl FSPDAC 33# pail with new graphics   	2/21/2007	    	                                        	2	2/16/2007	JLEE3       
289	Add FSS 2/23lb case UPC label           	2/21/2007	    	                                        	2	2/16/2007	JLEE3       
290	Add FSS 2/23lb+2lb case UPC label       	2/21/2007	    	                                        	2	2/16/2007	JLEE3       
291	Recipe - Change Quantity                	2/20/2007	    	                                        	2	2/20/2007	RWOOD       
292	Test of ECM workflow                    	2/21/2007	    	test                                    	1	2/21/2007	JROUSE      
293	ECM Workflow test                       	2/21/2007	    	workflow test                           	1	2/21/2007	JROUSE      
294	Adding shrouds to recipe                	2/21/2007	    	                                        	2	2/21/2007	RHOEFING    
295	Obsolete spec and recipes for PS Canada 	2/22/2007	    	                                        	1	2/22/2007	DFAILLE     
296	Completed changed of tray into recipe 10	2/22/2007	    	                                        	2	2/22/2007	DFAILLE     
297	Brita Chrome HS 2ct                     	2/22/2007	    	                                        	2	2/22/2007	BLANDIS     
298	Modify recipes for Spec Type chng to RSB	2/22/2007	    	                                        	2	2/22/2007	MFREDIAN    
299	Correct analyticals on spec             	2/23/2007	    	                                        	2	2/23/2007	CSTETTLE    
300	20070223	2/23/2007	    	                                        	1	2/23/2007	JMCSHANE    
301	Adding topcap and shrouds to recipe     	2/23/2007	    	                                        	2	2/23/2007	RHOEFING    
302	Correct migration error                 	2/23/2007	    	                                        	2	2/23/2007	CSTETTLE    
303	Fixing 5.0 Recipes to match correct 4.6 	2/23/2007	    	                                        	2	2/23/2007	RWOOD       
304	Marking components as ZX - Excl from BOM	2/23/2007	    	                                        	2	2/23/2007	LFULLBRI    
305	Recipe references incorrect mat #       	2/23/2007	    	                                        	2	2/23/2007	RHOEFING    
306	Marking components as ZX - Excl from BOM	2/23/2007	    	                                        	2	2/23/2007	LFULLBRI    
307	Match Light solvent low limit reduction 	2/26/2007	    	                                        	2	2/26/2007	KPHIPPS     
308	Change components on recipe 3355        	2/26/2007	    	                                        	1	2/26/2007	RCARINO     
309	"Assign new output material & change RSC,"	2/27/2007	    	                                        	2	2/27/2007	DFAILLE     
310	Wrong Drawing DIR Attached              	2/27/2007	    	                                        	2	2/27/2007	MFREDIAN    
311	Marking components as ZX - Excl from BOM	2/27/2007	    	                                        	2	2/27/2007	LFULLBRI    
312	Marking components as ZX - Excl from BOM	2/27/2007	    	                                        	2	2/27/2007	LFULLBRI    
313	Delete FG from BOM                      	2/27/2007	    	                                        	2	2/27/2007	CPRESTON    
314	Wrong Material Output Number            	2/27/2007	    	                                        	2	2/27/2007	MFREDIAN    
315	Delete FG from BOM                      	2/27/2007	    	                                        	2	2/27/2007	CPRESTON    
316	Change 3273 to show correct comps       	2/27/2007	    	                                        	2	2/27/2007	RCARINO     
317	Switch single item to point to twin item	2/27/2007	    	                                        	2	2/27/2007	TCALHOUN    
318	Switch single item to point to twin item	2/27/2007	    	                                        	1	2/27/2007	TCALHOUN    
319	Recipe references incorrect mat #       	2/27/2007	    	                                        	2	2/27/2007	RHOEFING    
320	New specification for carton            	2/28/2007	    	                                        	2	2/28/2007	ALAVICTO    
321	Correction to label version.            	2/28/2007	    	                                        	2	2/28/2007	ALAVICTO    
322	update suppliers for Javex              	2/28/2007	    	                                        	2	2/28/2007	IFUSMAN     
323	Add WIP Item as alternative             	2/28/2007	    	                                        	2	2/28/2007	SCATHCAR    
324	Migration errors                        	2/28/2007	    	                                        	2	2/28/2007	DSCHARPI    
325	Dimensions changed to improve case gluin	2/28/2007	    	                                        	2	2/28/2007	FCULANG     
326	correcting Brita pitcher weights        	2/28/2007	    	                                        	2	2/28/2007	NBECKSTE    
327	Delete item in recipe                   	2/28/2007	    	                                        	1	2/28/2007	YSANCHE1    
328	Adding a riser to Recipe 4754           	3/1/2007	    	                                        	2	3/1/2007	ASCHWART    
329	Recipe Changes 108178.001               	3/1/2007	    	                                        	2	3/1/2007	APROWELL    
330	Update with final details before SOP    	3/1/2007	    	                                        	2	3/1/2007	KSPECK      
331	Need to send CU & Cust specs to draft   	3/1/2007	    	                                        	1	3/1/2007	BLANDIS     
332	Recipe Changes 108178.004               	3/1/2007	    	                                        	2	3/1/2007	APROWELL    
333	Status Change                           	3/2/2007	    	                                        	2	3/2/2007	BLANDIS     
334	Updating Tray version for rec 4754      	3/2/2007	    	                                        	2	3/2/2007	ASCHWART    
335	Add Memo unit to recipe                 	3/4/2007	    	                                        	2	3/4/2007	SCATHCAR    
336	20070305	3/5/2007	    	                                        	2	3/5/2007	MFREDIAN    
337	Correct Drawing - per LN and Supplier   	3/5/2007	    	                                        	2	3/5/2007	RWOOD       
338	add SAS30 from SAS60 to recipes as alt! 	3/5/2007	    	                                        	2	3/5/2007	IFUSMAN     
339	To move from Design to Released         	3/5/2007	    	                                        	2	3/5/2007	BMA         
340	change 73686 and 73687 case ID's        	3/6/2007	    	                                        	2	3/6/2007	RPILLSBU    
341	Rpl SAUnS 20# carton with new graphics  	3/7/2007	    	                                        	2	3/6/2007	JLEE3       
342	Adding drawing to packaging spec        	3/6/2007	    	                                        	2	3/6/2007	RHOEFING    
343	New graphic version of boot in recipe   	3/7/2007	    	                                        	2	3/7/2007	RHOEFING    
344	Modify material master info             	3/7/2007	    	                                        	2	3/7/2007	DSCHARPI    
345	Change to non-disinfecting bag          	3/7/2007	    	                                        	2	3/7/2007	LTELEHAL    
346	Recipe Change                           	3/7/2007	    	Recipe change                           	1	3/7/2007	NBECKSTE    
347	Recipe Change-Brita Refridg Filter      	3/7/2007	    	                                        	2	3/7/2007	NBECKSTE    
348	Recipe changes due to new artwork ver   	3/8/2007	    	                                        	2	3/8/2007	RTERRY      
349	Recipe changes due to new artwork versio	3/8/2007	    	                                        	2	3/8/2007	RTERRY      
350	Recipe changes due to new artwork ver   	3/8/2007	    	                                        	2	3/8/2007	RTERRY      
351	Recipe changes due to new artwork ver   	3/8/2007	    	                                        	1	3/8/2007	RTERRY      
352	Recipe changes due to new artwork ver   	3/8/2007	    	                                        	1	3/8/2007	RTERRY      
353	Recipe changes due to new artwork ver   	3/8/2007	    	                                        	1	3/8/2007	RTERRY      
354	Recipe changes due to new artwork ver   	3/8/2007	    	                                        	1	3/8/2007	RTERRY      
355	Recipe changes due to new artwork ver   	3/8/2007	    	                                        	1	3/8/2007	RTERRY      
356	Changed rewind # and adhesive pattern.  	3/9/2007	    	                                        	2	3/9/2007	BABERNAT    
357	Need to Change flute from B/C to C      	3/12/2007	    	                                        	2	3/12/2007	RWOOD       
358	Chnge UOM on Recipe 4827 from Pal to CS 	3/12/2007	    	                                        	2	3/12/2007	MRODGERS    
